X,Y,NUMBER,NAME,CH-NAME,STREET (SI,ST-Number,SCOPE OF B,Phone,Cable addr,Registered,Capital,Proprietor,CH-Proprie,Telegraphi,Other Note,Page in Di,
103.8550757,1.297985892,13846,WING ONN WATCH DEALER,永安鐘鏢,North Bridge Road,453,Dealers and Repairers in Watches and Clocks,NA,NA,1947,NA,Chan Yew Tai,陳有棣,,,1095,
103.8552155,1.297756017,11959,SWEE SANG GOLDSMITH,瑞生金鋪,North Bridge Road,454,Goldsmiths and Jewellers,NA,NA,1942,NA,Phang Kim Sum,彭建森,,,937,
103.8550909,1.298008416,3074,FOK BEE LOONG & CO.,復美倫公司,North Bridge Road,455,Sundries Dealers,NA,NA,1947,NA,Ng Jin Swee,吳仁瑞,,,222,
103.8550909,1.298008416,12800,CHOP THYE CHOON,泰春號,North Bridge Road,455,Chop Makers,NA,NA,1937,NA,Toh Cheng Yen,卓清淵,,,1004,
103.855244,1.297791128,4070,CHOP HIN SENG,天成號,North Bridge Road,456,Cloth Merchants,NA,NA,1948,NA,Chong Kwang Tong,鍾光棟,,,301,
103.8550979,1.298021334,646,CHOP BAN CHEON CO.,萬全公司,North Bridge Road,457,Sundries Retailers,NA,NA,1943,NA,Ng Voon Lan,吳文蘭,,,53,
103.8550979,1.298021334,3940,HEONG CHEONG WATCH-MAKERS,漢昌鐘鏢店,North Bridge Road,457,Watch Dealers and Repairers,NA,NA,1932,NA,Yin Tat Sam,甄達三,,,292,
103.8551157,1.29804452,7988,MEE LEE CHEONG,美利昌,North Bridge Road,459,Sundries Retailers,80966,NA,1946,NA,Tan Wee Teng,陳會盛,,,607,
103.8551674,1.298110767,765,BAN POH SIANG,萬寳昌,North Bridge Road,461,Sundries Retailers,NA,NA,1948,NA,Leo Tong Chee,梁崇智,,,61,
103.8551674,1.298110767,805,CHOP BAN SHENG,萬盛號,North Bridge Road,461,Sundries Hats and Blankets Dealers,NA,NA,1929,NA,Wong Loong Hee,黃隆喜,,,63,
103.8551674,1.298110767,5923,CHOP KIM HUAT,錦發號,North Bridge Road,461,Sundries Retailers,NA,NA,1943,NA,Toh Kim Swee,卓金水,,,445,
103.8552612,1.297815639,3770,CHOP HAO SHENG,浩先號,North Bridge Road,462,Leather Goods and Shoes Dealers,NA,NA,1947,NA,Yang Hao Sheng,楊浩先,,,279,
103.8552612,1.297815639,14334,YONG MEE & CO.,榮美公司,North Bridge Road,462,Departmental Store,NA,NA,1940,NA,Hoe Jue Kwong,何耀光,,,1132,
103.8552957,1.297851412,9946,REX SHOE & HELMET MFG. CO.,勒士鞋帽行,North Bridge Road,466,Shoes and Helmet Dealers,6229,NA,1935,NA,Loh Mue Seng,羅枚生,,,764,
103.8552035,1.298148527,3641,GURU STORE,,North Bridge Road,467,"Textiles, Piece Goods Merchants",NA,NA,1942,NA,Kharamdas S/O Lekhrajmal,,,,262,
103.8553063,1.297869961,9783,QUANG SUN & CO.,光新公司,North Bridge Road,468,Frame Maker,6647,NA,1934,NA,Lai Chee Ming,黎志明,,,751,
103.8553394,1.297919646,5177,JONG HUP HENG,永合興,North Bridge Road,470,Piece Goods and Sundries Retaliers,NA,NA,1947,NA,Wong Soon Thian,黃循天,,,385,
103.8553765,1.297993179,12900,TIEN CHIN GOLDSMITHS,天眞金鋪,North Bridge Road,472,Goldsmiths and Jewellers,NA,NA,1944,NA,Lye Kah Hong,黎家雄,,,1013,
103.8553765,1.297993179,13592,WAH MAY,華美號,North Bridge Road,472,Tailoring,NA,NA,1925,NA,Lee Loon Fong,李聯芳,,,1075,
103.8552377,1.298194568,2071,CHONG SUN,松山號,North Bridge Road,473,Watch Dealers and Repairers,NA,NA,1943,NA,Lam Chong Sun,林松山,,,148,
103.8552377,1.298194568,11425,SONG SWA LIANG KEE,松山連記,North Bridge Road,473,Goldsmiths,NA,NA,1948,NA,Lim Hai Jim,林海任,,,893,
103.8553914,1.298014047,8844,NAM YICK GOLDSMITH,南益金鋪,North Bridge Road,474,Goldsmiths,80789,NA,1946,NA,Phoon Cheok Ming,,,,677,
103.8552615,1.298224711,13598,WAH MENG & CO.,華明公司,North Bridge Road,475,Importers and Exporters,7473,NA,1946,NA,Ng Chong Eng,黃鍾榮,,,1075,
103.8554063,1.298038889,12116,TAI SENG BOOK CO.,大成書局,North Bridge Road,476,Stationers,NA,NA,1946,NA,Chan Hip Siong,陳協和,,,952,
103.8552771,1.298247234,13245,CHOP TUCK LOONG,德隆銅鐵號,North Bridge Road,477,Brass Smiths and Hardware Dealers,82066,NA,1930,NA,Mok Hou Tuck,莫厚德,,,1039,
103.8554444,1.298089568,1401,CHEE LUCK & CO.,志力公司,North Bridge Road,478,Cotton Textiles Merchants,NA,NA,1947,NA,Mock Sou Ching,莫秀貞,,,104,
103.8554444,1.298089568,6109,KON PENG & CO.,冠平公司,North Bridge Road,478,"Dealing in Watches, Clocks and Spare Parts",NA,NA,1947,NA,Lum Koon Ping,林冠平,,,459,
103.8554444,1.298089568,6854,LEE CHEONG,利昌號,North Bridge Road,478,Tailoring,NA,NA,1938,NA,Chia Keng Len,謝景鑾,,,518,
103.8552811,1.29826744,3889,HENG FATT LEE,瓊發利,North Bridge Road,479,Eating House,,NA,1930,NA,Sim Tien Fook,林天福,,,288,
103.8554908,1.29813859,6608,KWONG WAH SEN TAILOR,廣華新洋服,North Bridge Road,480,Tailoring,NA,NA,1924,NA,Chan Meng Puan,陳明泮,,,495,
103.8554908,1.29813859,8031,CHOP MENG KEE,明記號,North Bridge Road,480,Sundries Retailers,NA,NA,1947,NA,Oh Jeoy Meng,胡維明,,,610,
103.8554126,1.298461873,124,M. ABDUL RAZACK,亞都拉查,North Bridge Road,481,Provisions and Cigarettes Retailers,NA,NA,1942,NA,Abdul Razack,,,,17,
103.8554126,1.298461873,6888,LEE HING LOONG,利興隆,North Bridge Road,481,Gas Lamp Retailers,80969,NA,1946,NA,Chan Pak Huen,陳伯煊,,,520,
103.8554126,1.298461873,11166,CHOP SING ENG SENG SHOEMAKER,新永成鞋莊,North Bridge Road,481,Shoemakers,NA,NA,1945,NA,Liow Yong Fong,廖榮芳,,,870,
103.8555064,1.298161776,6616,KWONG WING CHEONG,廣榮昌,North Bridge Road,482,Watch Maker,NA,NA,1937,NA,Neo Poh Woo,梁富有,,,495,
103.85545,1.298505264,13412,UNIVERSAL SHOE CO.,瑞昌鞋莊,North Bridge Road,483,Shoe Makers,NA,NA,1934,NA,Hu Loun Ying,丘蘭英,,,1056,
103.855516,1.298176682,1712,CHIA MENG CHIANG,謝明昌,North Bridge Road,484,Undertakers,7658,NA,1945,NA,Chia Teck Khiam,謝德濂,,,126,
103.8554881,1.298555943,9291,ONN SANG TONG MEDICAL HALL,安生堂,North Bridge Road,485,Chinese Druggist,NA,NA,1946,NA,Chong Hoi Chin,張海珍,,,712,
103.8554881,1.298555943,11065,SIN SIN & CO.,新新公司,North Bridge Road,485,Piece Goods Merchants,NA,NA,1948,NA,Ho Choon Kwong,何春光,,,862,
103.8554881,1.298555943,12038,TAI FOK STORE,大和商店,North Bridge Road,485,Dealing in Foreign Merchandise,NA,NA,1946,NA,Ho Saun Moy,何雙妹,,,945,
103.8555312,1.298200199,12022,TAI CHEONG YING KEE (GOLDSMITH),大昌英記金鋪,North Bridge Road,486,Goldsmiths,82174,NA,1945,NA,Low Loke Ying,劉六英,,,944,
103.855509,1.298594697,14029,YAN TONG,遠東號,North Bridge Road,487,Piece-goods and Cloth Retailers,NA,NA,1942,NA,Lai Yew Peng,賴友平,,,1110,
103.8555531,1.29823266,2402,CHOP CHYE HUAT,再發號,North Bridge Road,488,Stamps and Seals Makers,NA,NA,1947,NA,Toh Chai Seng,卓再生,,,167,
103.8555531,1.29823266,12017,TAI CHEONG CO.,大昌公司,North Bridge Road,488,Sundries Retailers,NA,NA,1943,NA,Leow Thiam Hin,廖添興,,,944,
103.8555292,1.298624839,844,BAN THYE LOONG CHUN KEE,萬泰隆泉記,North Bridge Road,489,Sundries Retailers,80309,NA,1946,NA,Lai Teck Chong,賴德松,,,66,
103.8555292,1.298624839,5574,KHAR KONG COMPANY,巧光公司,North Bridge Road,489,Watch Dealers and Repairers,NA,NA,1941,NA,Liao Hip Foo,廖俠夫,,,420,
103.855626,1.298330705,7608,"LUAN TIANG CO., LTD.",聯鼎公司,North Bridge Road,490,Tea and Coffee Shopkeepers,82549,NA,1946,"$200,000",Directors: Ham Jong Ghee,,,,574,
103.8555912,1.298701354,6635,KWONG YICK & CO.,廣益公司,North Bridge Road,491,Cloth Merchants,80968,NA,1938,NA,Leogn Yick,梁益,,,496,
103.8556601,1.298368134,1516,CHEONG HING WATCH CO.,昌興鏢行,North Bridge Road,492,"Watches, Clocks and Spare Parts Dealers",NA,NA,1948,NA,Wong Yook Kee,黃煜基,,,111,
103.8556177,1.298731164,10646,SI KANG STORE,仕光商店,North Bridge Road,493,Sundries Retailers,NA,NA,1941,NA,Lee Si Kang,李仕光,,,831,
103.8556747,1.298395295,13738,"WENG CHEONG CO., LTD.",永昌有限公司,North Bridge Road,494,Gold and Jewellery Merchants. Importers and Exporters,2642,"""GOLDSMITH""",1940,"$500,000",Local rep: Pang Pak Wai,,,"(2nd address, cables and Inc. from ad p1066)",1086,
103.8556362,1.298765613,11156,SING CHONG GOLD SMITH,新昌金舖,North Bridge Road,495,Goldsmiths,NA,NA,1945,NA,Leiw Tong Chiw,廖東珍,,,869,
103.8556959,1.298422456,13147,TONG SENG,東成號,North Bridge Road,496,Eating House,NA,NA,1930,NA,Koh See Kee,許書記,,,1032,
103.8556893,1.298809335,8172,THE MODERN TAILORING CO.,美麗洋服公司,North Bridge Road,497,Tailoring,NA,NA,1938,NA,Kwang Fun Hor,關勳賀,,,621,
103.8557131,1.298839808,14433,CHOP YUE CHONG,裕昌號,North Bridge Road,499,Tailoring,NA,NA,1940,NA,Wong Tim Seck,黃添錫,,,1140,
103.8557522,1.298885187,8640,NAM CHEONG & CO.,南昌公司,North Bridge Road,501,Sundries Blankets and Hats Dealers,3554,NA,1946,NA,Wong Yin Cheo,黃應奏,,,661,
103.8557771,1.298924935,2453,COCKCROFT BROTHERS,咯勞兄弟公司,North Bridge Road,503,General Merchants,NA,NA,1946,NA,Francis Geoffrey Groarke,,,,171,
103.8557771,1.298924935,3161,FRANCROFT TRANSPORT CO.,佛蘭可羅運輸公司,North Bridge Road,503,Motor Vehicles Dealers,NA,NA,1946,NA,Francis Geoffrey Groarke,,,,228,
103.8557771,1.298924935,9677,POH KONG MEDICAL HALL,保康西藥房,North Bridge Road,503,Chemists and Druggist,3464,NA,1940,NA,Lim Tok Poh,林獨步,,,742,
103.8557956,1.298935535,5507,CHOP KEN HIN,勤興號,North Bridge Road,507,Sundries Retailers,NA,NA,1936,NA,Chong Yam Soon,張榮孫,,,415,
103.8557956,1.298935535,13888,CHOP WING YICK FRAME MAKER,永益鏡莊,North Bridge Road,507,Glass Merchants,NA,NA,1947,NA,Kuan Ying Lum,關應林,,,1098,
103.8558029,1.298946134,13832,WING LEE & CO.,永利公司,North Bridge Road,511,Sundries Retailers,NA,NA,1947,NA,Wong Ying Siet,黃英雪,,,1094,
103.8558211,1.298960046,13013,TONG AH & CO.,東亞公司,North Bridge Road,513,Sundries Retailers,2873,NA,1942,NA,Lai Seh Ngi,賴思儀,,,1022,
103.8558314,1.298970645,12180,TAI WAH GOLDSMITH,大華金鋪,North Bridge Road,515,Gold and Silversmith,2081,NA,NA,NA,Ng Soh Cheong,吳壽昌,,,957,
103.8558095,1.298579791,1422,CHEE SENG TRADING CO.,志成贸易公司,North Bridge Road,516,Dental Goods Merchants,NA,NA,1948,NA,Pang Choon,彭俊,,,105,
103.8558095,1.298579791,7983,MEE HING HOTEL,美興旅店,North Bridge Road,"516-A, B, C",Lodging House,82472,NA,1944,NA,Tham Choon Loy,譚松女,,,607,
103.8558357,1.298978595,11570,SOON WAH HUP KEE GOLDSMITHS,信華合記金舖,North Bridge Road,517,Goldsmiths and Jewellers,NA,NA,1947,NA,Chan Sau Poh,陳壽保,,,904,
103.8558417,1.298619539,7504,CHOP LOKE MENG HING,陸明興號,North Bridge Road,518,Tailoring,NA,NA,1940,NA,Loke Meng Heng,陸明興,,,566,
103.8558857,1.298681148,5810,KIAN WAH PRESS,建華印務公司,North Bridge Road,520,Printing Press,2924,NA,1934,NA,Yam Kok Yuen,伍國源,,,437,
103.8559871,1.29925153,4896,HUP YIK & CO.,合益公司,North Bridge Road,521,Piece Goods and Sundries Retailers,NA,NA,1942,NA,Lum Kim Teng,藍錦廷,,,360,
103.8559053,1.298698372,640,BAN BEE,萬美號,North Bridge Road,522,Eating House,NA,NA,1938,NA,Lee Tai Pehng,李大枋,,,53,
103.8560077,1.299281341,7417,CHOP LIM TYE BOOK SHOP,念泰書店,North Bridge Road,523,Books and Stationery Dealers,NA,NA,1944,NA,Ho Ah Lin,何亞蓮,,,560,
103.8560077,1.299281341,8044,CHOP MENG SING OPTICAL CO.,明星眼鏡公司,North Bridge Road,523,"Spectacles, Clocks and Watch Dealers",NA,NA,1936,NA,Wong Swee Cheng,黃瑞清,,,611,
103.8560077,1.299281341,11903,SWEE CHEONG GOLDSMITH,瑞昌金鋪,North Bridge Road,523,Goldsmith,NA,NA,1945,NA,Ling Swee Che,甯瑞芝,,,932,
103.8559185,1.298708972,7235,LIANG HAH & CO.,兩合公司,North Bridge Road,524,"Sundries, Wholesales and Retail",NA,NA,1946,NA,Lee Chee Miang,李志勉,,,546,
103.8560421,1.299305189,6594,CHOP KWONG TUCK LOONG,廣德隆銅廠,North Bridge Road,525,Hardware Merchants,7483,NA,1932,NA,Au Shan San,歐秀山,,,494,
103.8559298,1.298720234,1729,CHIANG HENG & CO.,長與公司,North Bridge Road,526,Sundries and Rice Merchants,NA,NA,1940,NA,Koh Peck Eng,許碧英,,,127,
103.8560663,1.299329701,11559,CHOP SOON TAYE,順泰號,North Bridge Road,527,Sundries and Piece-Goods Merchants,NA,NA,1948,NA,Chong Ngam Yin,張嚴英,,,903,
103.8560663,1.299329701,13838,WING LOONG GOLDSMITH,榮隆金舖,North Bridge Road,527,Goldsmiths and Jewellers,NA,NA,1943,NA,Loh Chong Sai,羅松西,,,1094,
103.8560819,1.299358187,2042,CHOP CHONG FU KEE,鍾富記,North Bridge Road,529,Piece Goods & Cosmetics Merchants,NA,NA,1948,NA,Cheng Chak Boon,鍾焯文,,,146,
103.8560819,1.299358187,2354,CHUNG FU KEE FRET WORKS,鐘富記花鋪,North Bridge Road,529,Artificial Flowers Suppliers,NA,NA,1947,NA,Chung Cheok Mun,鍾煥文,,,164,
103.8560819,1.299358187,14192,YICK SANG GOLDSMITH,益生金舖,North Bridge Road,529,Goldsmiths,NA,NA,1941,NA,Choo Hon Fai,,,,1122,
103.8560819,1.299358187,14193,YICK SANG TEXTILE STORE,益生布莊,North Bridge Road,529,Textiles Merchants,NA,NA,1948,NA,Chong Cheok Mun,鍾卓文,,,1122,
103.8559808,1.298790455,1463,CHENG HENG LONG,晉興隆,North Bridge Road,530,"General Merchants, Importers and Exporters",NA,NA,1948,NA,Ang Kim Chew,洪錦熙,,,108,
103.8559808,1.298790455,11343,CHOP SIONG HIN,祥興燈舖,North Bridge Road,530,Wholesalers and Retailers of Glass Materials,NA,NA,1942,NA,Lim Soon,林順,,,886,
103.8561061,1.299375411,1355,CHAU BING STAMP MAKER & TEXTILES STORE,潮濱集郵布疋莊,North Bridge Road,531,Rubber Stamp Makers and Textiles Store,NA,NA,1947,NA,Ghee Mah Hock,魏馬福,,,101,
103.8561061,1.299375411,6396,KWONG CHEE LUM,廣芝林,North Bridge Road,531,Chinese Drugs Dealers,NA,NA,1916,NA,Ying Yee Jing,楊以瀛,,,480,
103.8559954,1.298802379,288,AIK HUAT & CO.,易發公司,North Bridge Road,532,Cosmetics and Sundries Merchants,83417,NA,1947,NA,Tay Poh Chua,鄭保泉,,,28,
103.8561137,1.299387335,8763,NAM PHIN & CO.,南平公司,North Bridge Road,533,Sundries Retailers,NA,NA,1947,NA,Yoo Khoo Kheng,,,,670,
103.8560156,1.29883749,10640,SHUNG FAH SEE,崇佛氏,North Bridge Road,534,Chinese Medicine Dealers,NA,NA,1930,NA,Leong Seok Chew,梁淑照,,,830,
103.8561306,1.299408534,6603,KWONG WAH (WENG KEE) GOLDSMITH,廣華永記金鋪,North Bridge Road,535,Gold and Diamonds Merchants,NA,NA,1946,NA,Chan Sin Nam,馨仙南,,,494,
103.8561306,1.299408534,6609,KWONG WAH WING KEE GOLDSMITHS,廣華金鋪永記,North Bridge Road,535,"Dealers in Gold & Diamonds, Jewellers Etc",NA,NA,1948,NA,Ho Kar Sheung,何家湘,,,495,
103.8561458,1.299075977,12132,TAI SUN RESTAURANT,大新酒樓,North Bridge Road,536/538,Restaurant,83788,NA,1945,NA,Wong Soon Moon,黃信滿,,,953,
103.8561524,1.29943702,9682,POH LOONG GOLDSMITHS,寶隆金鋪,North Bridge Road,537,Goldsmiths,82067,NA,1947,NA,Lee Heng Cheong,李興昌,,,743,
103.856164,1.299465506,3331,GIM HUAT & COMPANY LTD.,錦發有限公司,North Bridge Road,539-543,Quarry Owners and Stone Merchants,NA,NA,1947,"$1,000,000",Yong Yit Lin,楊溢璘,,,241,
103.856164,1.299465506,9345,OVERSEA CHINESE ATHLETIC SUPPLIER,華僑體育用品社,North Bridge Road,539-543,General Sports Gear Dealers,NA,NA,1948,NA,Hor Chim Or,侯深湖,,,716,
103.856164,1.299465506,1160,"BUILDING CONSTRUCTION CO., LTD.",美凌有限公司,North Bridge Road,539/543,Contractors,3043,“BILCON”,1947,"$500,000",Tan Kim Cheong,陳錦章,,,87,
103.8562578,1.299219732,3661,HAI FANG,海芳號,North Bridge Road,540,Eating House,NA,NA,1929,NA,Ho Dai Eng,何謙海,,,271,
103.8562687,1.299241593,12661,CHOP THAI HONG,泰豐號,North Bridge Road,542,Poultry Merchants,NA,NA,1947,NA,Lim Beng Lee,林明利,,,994,
103.856283,1.299253848,14451,YUEN KENG FOOK,源景福,North Bridge Road,544,Provisions and Sundries Retailers,NA,NA,1948,NA,Yuen Chai Wan,源際雲,,,1141,
103.8562121,1.299507241,13807,WING FOOK,永福號,North Bridge Road,545,Drug Store,NA,NA,1935,NA,Lee Wing Fook,李永福,,,1092,
103.8562916,1.299266104,6173,KONG TONG YICK,廣同益,North Bridge Road,546,Sundries Retailers,NA,NA,1943,NA,Tan Puan Swee,陳泮水,,,463,
103.856224,1.29952579,13750,WENG SANG GOLDSMITH,永生金舖,North Bridge Road,547,Gold Ornaments,NA,NA,1943,NA,Kwan Weng Kong,,,,1087,
103.8563048,1.299278691,12151,TAI TONG,大東號,North Bridge Road,548,Tailoring,NA,NA,1942,NA,Ng Choon Kit,吳春杰,,,954,
103.8563105,1.299288959,6446,KWONG HING,廣興號,North Bridge Road,550,Groceries Dealers,NA,NA,1947,NA,Kwan Chow Tung,關就登,,,483,
103.8563105,1.299288959,9517,PEN FONG,品芳號,North Bridge Road,550,Pork Butcher,NA,NA,1947,NA,Leong Kwei Fun,梁桂芳,,,731,
103.8562691,1.299589386,3606,GUAN SIM & CO.,源星公司,North Bridge Road,551,Chinese and British Sundries Merchants,NA,NA,1942,NA,Leow Khin Wong,廖欽旺,,,259,
103.8562691,1.299589386,6486,KWONG LEE LOONG,廣利隆,North Bridge Road,551,Engineering Stores,80818,NA,1917,NA,Ho Chee Lau,何炷流,,,487,
103.8563141,1.299295252,12113,TAI SANG,大生藥行,North Bridge Road,552,Chinese Medicine Dealers,NA,NA,1938,NA,Yim Wai Shin,嚴為善,,,951,
103.8562856,1.299606942,13804,WING FOH PAWNSHOP,榮和當,North Bridge Road,553,Licensed Pawnshop,6716,NA,1947,NA,Lam Chew Hwa,藍周華,,,1092,
103.8563224,1.299304527,5367,KAI KEE,啓記號,North Bridge Road,554,Pork Butchers,NA,NA,1946,NA,Au Kai Kee,歐啓記,,,404,
103.8563459,1.299329701,9114,NG YUEN KEE,伍元記,North Bridge Road,556,Pork Butchers,7341,NA,1946,NA,Ng Tat Meng,伍達明,,,699,
103.8563058,1.299627147,2013,CHIP TONG & CO.,集通公司,North Bridge Road,557-559,Groceries Merchants,NA,NA,1947,NA,Ngo Woon Pang,吳雲彬,,,145,
103.856393,1.299390316,14444,YUE WING CHEONG,裕榮昌,North Bridge Road,558,Sundries Retailers,NA,NA,1930,NA,Tang Cheak Hing,鄧積慶,,,1141,
103.8564453,1.299462193,11566,SOON THYE LEONG KEE,順泰隆記,North Bridge Road,560,Sundries Retailers,NA,NA,1947,NA,Law Chiu Nam,羅石南,,,904,
103.8564771,1.299874246,3333,GIM LEONG & CO.,錦隆公司,North Bridge Road,561,Sundries Merchants,NA,NA,1941,NA,Koh Beng Lim,許銘霖,,,241,
103.8564771,1.299874246,5740,KIAN GUAN & CO.,建源公司,North Bridge Road,561,Wine Merchants and Exchange Agents,7246,NA,1937,NA,Ng Ngah Sun,黃雅山,,,432,
103.8564612,1.299490017,11810,SUN MAN LEE,新萬利,North Bridge Road,562,Pork Butchers,NA,NA,1946,NA,Wong Yuen Tong,王引堂,,,925,
103.856499,1.299529765,11782,SUN CHUAN LEE,新全利,North Bridge Road,564,Pork Butchers,NA,NA,1931,NA,Low Ship,劉拾,,,923,
103.8565255,1.299915319,5251,CHOP JOO MOH CHIAP KEE,如茂捷記號,North Bridge Road,565,Joss Sticks & Joss Paper Dealers,NA,NA,1945,NA,Lee Chiang Chong,李捷鵬,,,390,
103.8565255,1.299915319,10462,SEONG CHOP HEEN,崇集軒,North Bridge Road,565,Stamp Makers,NA,NA,1941,NA,Lok Yeng Yong,陸英榕,,,815,
103.8566435,1.299694718,4278,HOCK JOO SENG KEE,福裕成記,North Bridge Road,566,"Fruits, Vegetables, Etc., Dealers",6862,NA,1947,NA,Chua Tai Chang,蔡大田,,,316,
103.8566435,1.299694718,13020,TONG AH PHOTO STUDIO,東亞照像,North Bridge Road,566,Photography,NA,NA,1932,NA,Chung Kwong Weng,曾廣榮,,,1022,
103.8565513,1.299949767,11951,SWEE LEE & CO.,瑞利公司,North Bridge Road,569,Tinned Goods and Provisions Dealers,NA,NA,1947,NA,Phua Wee Pin,潘渭濱,,,936,
103.8565513,1.299949767,11971,SWEE WAN & CO.,瑞遠公司,North Bridge Road,569,Textiles Merchants,NA,NA,1948,NA,Yat Khuan Eng,易冠英,,,937,
103.8567024,1.299729166,2128,CHOON SENG & CO.,俊成公司,North Bridge Road,570,Sundries and Shoes Merchants,NA,NA,1943,NA,Chong Chee Han,張始恆,,,151,
103.8565636,1.299970966,6378,CHOP KWEE SHENG,桂盛,North Bridge Road,571,Joss Paper Merchants,NA,NA,1937,NA,Tan Kwee Teng,陳桂亭,,,478,
103.8567329,1.29977057,5894,KIM HEIP HUAT,金協發,North Bridge Road,572,Goldsmith,80676,NA,1940,NA,Chia Kng Seng,謝根成,,,443,
103.8565838,1.299988521,10662,SIANG HENG,祥興號,North Bridge Road,573,Watch Dealers and Repairers,NA,NA,1940,NA,Teo Ching Siang,張進祥,,,832,
103.8567568,1.299795413,8921,"NANYANG MANUFACTURING CO., LTD.",南洋製造有限公司,North Bridge Road,574,"Manufacturers and Dealers in Rubber Shoes, Leather Shoes, and Rubber Tyres",4613,NA,1936,"$1,000,000",Directors: Lim Hak Tee,,,,683,
103.8567892,1.299831517,918,BEE NUM,美南號,North Bridge Road,576,Tailoring,NA,NA,1937,NA,Ng Choon Peng,吳春炳,,,71,
103.8568171,1.299858347,6680,LAI SUN FRAME MAKERS,麗新鏡莊,North Bridge Road,578,Glasses & Frames Maker,NA,NA,1937,NA,Lau Kwai Fong,劉桂芳,,,505,
103.856607,1.300019325,7273,LIAT ENG CLINIC,烈英藥房,North Bridge Road,579,Dispensary,NA,NA,1935,NA,Tan Liat Eng,陳烈英,,,549,
103.8568356,1.299882195,5490,CHOP KEE SIN,奇新號,North Bridge Road,580,"Sundries Shoes, Blankets, etc. Dealers",NA,NA,1938,NA,Chin Hock Lan,陳鶴蘭,,,414,
103.8566242,1.3000339,4772,CHOP HUP FOH & CO.,合和號公司,North Bridge Road,581,Repairing Machines of All Kinds,7714,NA,1929,NA,Tan Seo Cheong,,,,351,
103.8568674,1.299924593,4784,HUP HENG,合興號,North Bridge Road,582,General Piece Goods Merchants,NA,NA,1946,NA,Yeo Gek Keng,楊玉卿,,,352,
103.8566365,1.300051786,162,K. P. ABDULLAH & CO.,亞都拉公司,North Bridge Road,583,Groceries and Sundries Retailers,NA,NA,1946,NA,Kaider Sah Pakir,,,,20,
103.8566365,1.300051786,10808,SIN ENG LEONG,新永隆,North Bridge Road,583,Joss Papers and Joss Stick Dealers,NA,NA,1940,NA,Phuan Hock Cheng,潘福清,,,843,
103.8566365,1.300051786,11755,SUM FATT BIAN KEE,三發炳記,North Bridge Road,583,Joss Paper Dealers,NA,NA,1932,NA,Lee Poh Tee,李寶弟,,,920,
103.8566468,1.300062386,1531,CHEONG LOON,昌隆號,North Bridge Road,585,Merchants,NA,NA,1927,NA,Chin Shin Chee,陳繩文,,,112,
